gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
MX1	-0.389978133689288	2.26706216764357	-0.376405036317391	-0.322872523546334	-0.390537039320384	-0.392408969783672	-0.394860464986504	PMNs	1
TREX1	-0.406646802474716	2.26565816434797	-0.395319107132838	-0.282569314687547	-0.402819136617758	-0.38000902889446	-0.398294774540651	PMNs	1
MOV10	-0.43401532433686	2.25996013968789	-0.390537673235362	-0.201236262714211	-0.402571956111741	-0.456742062682607	-0.374856860607105	PMNs	1
TMEM123	-0.409644566052641	2.26402971274531	-0.387258382613361	-0.417573502474062	-0.448540943884785	-0.289847287666373	-0.311165030054088	PMNs	1
PANK2	-0.457311234042156	2.25268312287733	-0.349875064686142	-0.226502163320146	-0.535880198870285	-0.236487919011215	-0.446626542947385	PMNs	1
PI4K2B	-0.5046513187393	2.25499682420723	-0.375823537923034	-0.235926491031277	-0.486286256478151	-0.241941351051222	-0.410367868984242	PMNs	1
LY6E	-0.410110838333252	2.26419342918446	-0.353211639738666	-0.276057847401968	-0.458745874546106	-0.397061100947936	-0.369006128216535	PMNs	1
UNC93B1	-0.265534993322852	2.26386705383879	-0.413560552092883	-0.338385154401476	-0.434747754866353	-0.421247661723015	-0.390390937432208	PMNs	1
TRIM26	-0.412432465757563	2.26304069073459	-0.238369832049411	-0.391487716041066	-0.435152480727545	-0.376619786616572	-0.408978409542437	PMNs	1
IFI44	-0.394845633733213	2.25872456820858	-0.205240162026529	-0.331242949186356	-0.476885143568475	-0.450859897110357	-0.399650782583653	PMNs	1
RBBP6	-0.445221789750819	2.2620163707831	-0.453213884038244	-0.356293807719077	-0.238522645450496	-0.397013639084724	-0.371750604739737	PMNs	1
IFIT1	-0.38210546047548	2.2675468563304	-0.389260806932433	-0.345984647912206	-0.381237300620173	-0.386315663962276	-0.382642976427833	PMNs	1
PHF11	-0.392486142270176	2.2561902682022	-0.428492657681057	-0.206509074333904	-0.541400086933837	-0.342686373060534	-0.344615933922689	PMNs	1
C5orf56	-0.484616375222413	2.24541027032769	-0.413548166076586	-0.0674896691082587	-0.40097140812115	-0.459310200057196	-0.419474451742088	PMNs	1
ADAR	-0.700397405060955	2.20563265534741	-0.581232462709871	0.00756634210617517	-0.349468751712583	-0.378201798173664	-0.20389857979651	PMNs	1
CMTR1	-0.435190330961838	2.25704236301552	-0.471506285215268	-0.180159633381985	-0.432083610878697	-0.404403605857355	-0.33369889672038	PMNs	1
ATF3	-0.554544120307866	2.21451316621286	-0.22732105014616	0.0148968375290461	-0.372470050469671	-0.637258620019869	-0.437816162798338	PMNs	1
MOB3C	-0.435272215519976	2.23293264644152	-0.402196235482059	-0.0796640486955531	-0.212674115432825	-0.588764645379687	-0.514361385931419	PMNs	1
